config,question,answer,contexts,ground_truth,f1,bert_f1
Setup_Default,What is asthma?,"Asthma is a disease in which the air passages of the lungs become inflamed and narrowed. It is characterized by episodic wheezing, cough, and dyspnea, and can present as nighttime cough. Triggers include allergens, irritants, infections, and stress. It is a condition that can cause chest tightness and breathing difficulties.","['mg in 24 hours.\nKEY TERMS\nAsthma—A disease in which the air passages of\nthe lungs become inflamed and narrowed.\nBronchitis —Inflammation of the air passages of\nthe lungs.\nChronic—A word used to describe a long-lasting\ncondition. Chronic conditions often develop grad-\nually and involve slow changes.\nCough suppressant —Medicine that stops or pre-\nvents coughing.\nEmphysema —An irreversible lung disease in\nwhich breathing becomes increasingly difficult.\nMucus—Thick fluid produced by the moist mem-', 'Chapter 2 Pulmonary Diseases 43\n2\nAsthma\n■ Essentials of Diagnosis\n• Episodic wheezing, cough, and dyspnea; poorly controlled chronic\ndyspnea or chest tightness; can present as nighttime cough\n• Triggers include: allergens (pets), irritants (smoke), infections\n(viral), drugs (aspirin), cold air, exercise, stress\n• Prolonged expiratory time, wheezing; if severe, pulsus paradoxus \n• Peripheral eosinophilia; mucus casts, eosinophils in sputum']","Asthma is a chronic inflammatory disease of airways causing reversible narrowing, leading to wheezing, breathlessness, chest tightness, and coughing, especially at night or early morning.",0.21333333333333335,0.8496753573417664
Setup_Default,What is pneumonia?,"Pneumonia is an infection of the lungs. It causes the air sacs and/or lung tissues to swell, and the air sacs may fill with pus or fluid. This prevents the lungs from taking in sufficient oxygen, depriving the blood and body's tissues of oxygen. It is an infection that affects the lungs' ability to take in oxygen.","['Description\nPneumonia is an infection of the lungs. The air sacs\n(alveoli) and/or the tissues of the lungs become swollen,\nand the alveoli may fill with pus or fluid. This prevents the\nlungs from taking in sufficient oxygen, which deprives the\nblood and the rest of the body’s tissues of oxygen.\nThere are three major types of Chlamydia: Chlamy-\ndia psittaci, Chlamydia pneumoniae, and Chlamydia tra-\nchomatis. Each of these has the potential to cause a type\nof pneumonia.\nCauses and symptoms', 'Chlamydial pneumonia refers to one of several\ntypes of pneumonia that can be caused by various types\nof the bacteria known as Chlamydia.\nGALE ENCYCLOPEDIA OF MEDICINE 2770\nChlamydial pneumonia']","Pneumonia is infection of lung tissue causing inflammation of alveoli, often filled with fluid or pus, resulting in fever, cough, difficulty breathing, and chest pain.",0.21951219512195122,0.820947527885437
Setup_Default,What is hypoxia?,"Hypoxia refers to a condition related to altitude sickness, also known as apoxia. It is listed as part of the differential diagnosis for hypoglycemia, alongside central nervous system disease.","['KEY TERMS\nApoxia—Apoxia refers to altitude sickness.\nArrhythmia—Irregular heartbeat.\nCentral nervous system —Part of the nervous sys-\ntem consisting of the brain, cranial nerves and\nspinal cord. The brain is the center of higher\nprocesses, such as thought and emotion and is\nresponsible for the coordination and control of\nbodily activities and the interpretation of informa-\ntion from the senses. The cranial nerves and spinal\ncord link the brain to the peripheral nervous sys-', '188 Current Essentials of Medicine\n7\nHypoglycemia in the Adult\n■ Essentials of Diagnosis\n• Blurred vision, diplopia, headache, slurred speech, weakness,\nsweating, palpitations, tremulousness, altered mentation; focal\nneurologic signs common\n• Plasma glucose < 40 mg/dL\n• Causes include alcoholism, postprandial hypoglycemia (eg, post-\ngastrectomy), insulinoma, medications (insulin, sulfonylureas,\npentamidine), adrenal insufﬁciency\n■ Differential Diagnosis\n• Central nervous system disease\n• Hypoxia']","Hypoxia is a condition where body tissues receive insufficient oxygen, leading to cellular dysfunction and potential organ damage if prolonged or severe.",0.19607843137254902,0.7980481386184692
Setup_Default,What is digestion?,"Digestion is the mechanical, chemical, and enzymatic process that converts food into materials suitable for use by the body. It involves the breakdown of food into simpler forms that can be absorbed and utilized. This process enables the body to make use of the nutrients from the food consumed.","['Digestion—The mechanical, chemical, and enzy-\nmatic process in which food is converted into the\nmaterials suitable for use by the body.\nEnzyme—A substance produced by the body to\nassist in a chemical reaction. In carbohydrate\nintolerance, lack of an enzyme makes it impossi-\nble for one type of sugar to be broken down into a\nsimpler form so that it can be absorbed by the\nintestines and used by the body.\nMetabolism —All the physical and chemical\nchanges that take place within an organism.', 'at regular intervals. If undigested lactose in the large\nintestine (colon) is fermented by bacteria, various gases\nare produced. Hydrogen is absorbed from the intestines\nKEY TERMS\nCeliac disease—A disease, occurring in both chil-\ndren and adults, which is caused by a sensitivity to\ngluten, a protein found in grains. It results in\nchronic inflammation and shrinkage of the lining\nof the small intestine.\nDigestion—The mechanical, chemical, and enzy-']","Digestion is the process of breaking down food into smaller molecules for absorption and use by the body, involving mechanical and chemical processes.",0.3055555555555556,0.8842161893844604
Setup_Default,What is gastritis?,"Gastritis is inflammation of the stomach lining that can be acute (erosive) or chronic (atrophic) with multiple causes. Symptoms include nausea, vomiting, anorexia, and upper abdominal distress. It can cause mild epigastric tenderness and iron deficiency anemia. The condition has multiple associations, including stress and Helicobacter pylori.","['Chapter 3 Gastrointestinal Diseases 83\n3\nGastritis\n■ Essentials of Diagnosis\n• May be acute (erosive) or indolent (atrophic); multiple varied causes\n• Symptoms often vague and include nausea, vomiting, anorexia,\nnondescript upper abdominal distress\n• Mild epigastric tenderness to palpation; in some, physical signs\nabsent\n• Iron deﬁciency anemia not unusual\n• Endoscopy with gastric biopsy for deﬁnitive diagnosis\n• Multiple associations include stress and diminished mucosal blood', 'cytologic examination diagnostic\n• Associated with atrophic gastritis, Helicobacter pylori ; role of\ndiet, previous partial gastrectomy controversial\n■ Differential Diagnosis\n• Benign gastric ulcer\n• Gastritis\n• Functional or irritable bowel syndrome\n• Other gastric tumors (eg, leiomyosarcoma, lymphoma)\n■ Treatment\n• Resection for cure; palliative resection with gastroenterostomy in\nselected cases\n• Perioperative chemotherapy or adjuvant chemoradiotherapy in']","Gastritis is inflammation of stomach lining caused by infection, stress, alcohol, or drugs, leading to pain, nausea, vomiting, and possible bleeding.",0.29411764705882354,0.831267237663269
Setup_Default,What is jaundice?,Jaundice is a condition where the skin and whites of the eyes turn yellowish due to an increase of bilirubin in the blood. This occurs when levels of bilirubin are abnormally high. It causes a yellowish tint to the eyes and skin.,"['Jaundice—A condition where the skin and whites\nof the eyes take on a yellowish color due to an\nincrease of bilirubin (a compound produced by\nthe liver) in the blood.\nReye’s syndrome —A serious, life-threatening ill-\nness in children, usually developing after a bout of\nflu or chickenpox, and often associated with the\nuse of aspirin. In fatal cases, there is evidence of\naccumulation of fat in the liver.\nTriglycerides—A type of fat consumed in the diet\nand produced by and stored in the body as an', 'tains many different substances, including bile\nsalts, cholesterol, and bilirubin. After a meal, the\ngallbladder pumps bile into the duodenum (the\nfirst part of the small intestine) to keep the intes-\ntine’s contents at the appropriate pH for digestion,\nand to help break down fats.\nBilirubin —Produced when red blood cells break\ndown. It is a yellowish color and when levels are\nabnormally high, it causes the yellowish tint to\neyes and skin known as jaundice.']","Jaundice is yellow discoloration of skin and eyes due to increased bilirubin levels, often caused by liver disease, bile duct obstruction, or hemolysis.",0.27692307692307694,0.8625627756118774
Setup_Default,What is diarrhea?,"Diarrhea is an increase in stool weight above 10 oz (300 g) per day, mainly due to excess water. It is characterized by a decrease in consistency of bowel movements. The medical definition distinguishes it from increased frequency of bowel movements or incontinence. It can be classified as acute (lasting 1-2 weeks) or chronic (lasting over 23 weeks).","['use of diaphragms and vaginal tampons. The symp-\ntoms include high fever, vomiting, and diarrhea.\nDiarrhea\nDefinition\nTo most individuals, diarrhea means an increased\nfrequency or decreased consistency of bowel move-\nments; however, the medical definition is more exact\nthan this. In many developed countries, the average num-\nber of bowel movements is three per day. However,\nresearchers have found that diarrhea best correlates with\nan increase in stool weight; stool weights above 10 oz', '(300 g) per day generally indicates diarrhea. This is\nmainly due to excess water, which normally makes up\n60–85% of fecal matter. In this way, true diarrhea is dis-\ntinguished from diseases that cause only an increase in\nthe number of bowel movements (hyperdefecation), or\nincontinence (involuntary loss of bowel contents).\nDiarrhea is also classified by physicians into acute,\nwhich lasts one to two weeks, and chronic, which contin-\nues for longer than 23 weeks. Viral and bacterial infec-']","Diarrhea is frequent passage of loose or watery stools, commonly due to infection, food intolerance, or gastrointestinal disorders, leading to dehydration and electrolyte imbalance.",0.14634146341463414,0.7867106199264526
Setup_Default,What is constipation?,"Constipation is a condition characterized by infrequent bowel movements with difficulty passing hard, dry stools. It can lead to painful defecation and may be associated with stool withholding and encopresis. It is often defined by hard stools and difficult passing. Bowel movements occur less often than usual.","['elbows close to the body\n• inhaling, then lifting the head (face forward) and chest\noff the floor\nGALE ENCYCLOPEDIA OF MEDICINE 2\n907\nConstipation\nTransverse colon\nDescending colon\nStool\nSigmoid colon\nRectum\nConstipation is an acute or chronic condition in which\nbowel movements occur less often than usual or consist of\nhard, dry stools that are painful or difficult to pass.\n(Illustra-\ntion by Electronic Illustrators Group).', '484 Current Essentials of Medicine\n18\nConstipation\n■ Essentials of Diagnosis\n• Deﬁned as infrequent bowel movements associated with difﬁ-\nculty passing; stools are often hard in consistency\n• Can lead to painful defecation and eventually stool withholding\nand encopresis\n• May be caused by anatomic abnormalities, neurologic problems, or\nendocrine disorders; in most cases, however, no cause is identiﬁed\n• A positive family history may be elicited']","Constipation is infrequent or difficult bowel movements, often caused by low fiber intake, dehydration, or reduced physical activity, leading to discomfort and straining.",0.2571428571428572,0.854333758354187
Setup_Default,What is neuron?,"The cells within the body which make up the nervous system, specifically those along which information travels. They are part of the nervous system. These cells enable information to travel.","['organ or organism.\nNeuron—The cells within the body which make\nup the nervous system, specifically those along\nwhich information travels.\nPhysiological—Pertaining to the functioning of an\norgan, as governed by the interactions between its\nphysical and chemical conditions.\nPsychological—Pertaining to the mind, its mental\nprocesses, and its emotional makeup.\nStimulus/stimuli —Action or actions performed\non an individual which predictably provoke(s) a\nreaction.', 'Epinephrine—Epinephrine, also called adrenaline,\nis a naturally occurring hormone released by the\nadrenal glands in response to signals from the sym-\npathetic nervous system. These signals are triggered\nby stress, exercise, or by emotions such as fear.\nGanglioneuroma —A ganglioneuroma is a tumor\ncomposed of mature nerve cells.\nNeuroblastoma—Neuroblastoma is a tumor of the\nadrenal glands or sympathetic nervous system.\nNeuroblastomas can range from being relatively\nharmless to highly malignant.']",Neuron is the basic functional unit of nervous system responsible for transmitting electrical and chemical signals between different parts of body.,0.11764705882352941,0.7928075790405273
Setup_Default,What is stroke?,"A stroke is characterized by the sudden onset of neurologic deficit, which may include focal weakness, sensory defects, visual field cut, aphasia, or confusion. If symptoms resolve in < 24 hours, it is defined as a transient ischemic attack (TIA). Otherwise, it is considered a stroke. The condition results from risk factors such as hypertension, diabetes, and carotid atherosclerosis.","['Chapter 12 Neurologic Diseases 359\nIschemic Stroke and Transient Ischemic Attack\n■ Essentials of Diagnosis\n• Risk factors:  Tobacco, hypertensi on, di abetes, hypercholes-\nterolemia, carotid atherosclerosis, valvular heart di sease, atrial\nﬁbrillation\n• Sudden onset of neurologic deﬁcit, may include focal weakness,\nsensory defects, visual ﬁeld cut, aphasia, confusion\n• If stroke-like symptoms resolve in < 24 hours, deﬁned as a tran-\nsient ischemic attack (TIA)', 'or stroke.\nReference\nHaymore JG, Mejico LJ. Retinal vascular occlusion syndromes. Int Ophthalmol\nClin 2009;49:63. [PMID: 19584622] \n20']","Stroke occurs when blood supply to part of brain is interrupted or reduced, causing brain cell death and leading to neurological deficits like paralysis or speech loss.",0.11627906976744184,0.7658528685569763
Setup_Default,What is epilepsy?,"Epilepsy is a neurological disorder characterized by recurrent seizures with or without a loss of consciousness. It is the tendency toward recurrent seizures. Seizures are paroxysmal, transitory alterations of central nervous system function.","['1153\nElectrolyte disorders\nKEY TERMS\nEpilepsy —A neurological disorder characterized\nby recurrent seizures with or without a loss of con-\nsciousness.\nIctal EEG—Used to measure brain activity during\na seizure. May be useful in learning more about\npatients who aren’t responding to conventional\ntreatments.', 'Chapter 12 Neurologic Diseases 357\nIdiopathic Epilepsy\n■ Essentials of Diagnosis\n• Epilepsy is the tendency toward recurrent seizures\n• Seizures are paroxysmal, transitory alterations of central nervous\nsystem function; may be generalized or focal with or without alter-\nation of consciousness\n• Metabolic panel to rule out sodium, glucose, or calcium disorders;\nurine toxicology screen; antiepileptic drug levels may be helpful\n• CT or MRI important to rule out structural lesion; lumbar punc-']","Epilepsy is a neurological disorder characterized by recurrent seizures due to abnormal electrical activity in brain, affecting consciousness, movement, or behavior.",0.37037037037037035,0.8716793060302734
Setup_Default,What is reflex action?,"Reflex is given either by spray or is gargled. It seems to be a method to induce a reflex, likely to relax the muscles, before a medical procedure. The exact nature of ""reflex action"" isn't described, but it appears to be a preparatory step. It is used before a procedure like endoscopy.","['reflex is given either by spray or is gargled. Patients are\nusually sedated for the procedure (though not always) by\ninjection of medications into a vein. The endoscopist\nthen has the patient swallow the scope, which is passed\nthrough the upper gastrointestinal tract. The lens or cam-\nera at the end of the instrument allows the endoscopist to\nexamine each portion of the upper gastrointestinal tract;\nphotos can be taken for reference. Air is pumped in', 'motion is influenced by several structures: configuration\nof bone surfaces within the joint, joint capsule, liga-\nments, and muscles and tendons acting on the joint.\nThere are three types of range of motion exercises: pas-\nsive, active, and active assists. Passive range of motion is\nmovement applied to a joint solely by another person or\npersons or a passive motion machine. When passive\nrange of motion is applied, the joint of an individual\nreceiving exercise is completely relaxed while the out-']","Reflex action is an automatic, rapid response to a stimulus without conscious control, mediated through spinal cord pathways for protection and quick reaction.",0.10666666666666666,0.7655649185180664
Setup_Default,What is coma?,"Coma is a state of extreme unresponsiveness with no voluntary movement or behavior. It is characterized by a lack of response to stimuli, including painful ones, and may involve loss of normal reflexes. The term ""coma"" comes from the Greek word ""koma,"" meaning deep sleep.","['Carol A. Turkington\nComa\nDefinition\nComa, from the Greek word “koma,” meaning deep\nsleep, is a state of extreme unresponsiveness, in which an\nindividual exhibits no voluntary movement or behavior.\nFurthermore, in a deep coma, even painful stimuli\n(actions which, when performed on a healthy individual,\nresult in reactions) are unable to affect any response, and\nnormal reflexes may be lost.\nDescription\nComa lies on a spectrum with other alterations in con-', 'Metabolic causes of coma are diagnosed from blood\nwork and urinalysis to evaluate blood chemistry, drug\nscreen, and blood cell abnormalities that may indicate\ninfection. Anatomic causes of coma are diagnosed from\ncomputed tomography scans (CT) or magnetic reso-\nnance imaging (MRI) scans.\nTreatment\nComa is a medical emergency, and attention must\nfirst be directed to maintaining the patient’s respiration\nand circulation, using intubation aand ventilation, admin-']",Coma is a prolonged state of unconsciousness where a person cannot be awakened and does not respond to stimuli due to severe brain dysfunction.,0.2028985507246377,0.8148168921470642
Setup_Default,What is hormone?,"A hormone is a chemical produced in one part of the body that travels to another part to exert its effect. It is also a chemical messenger produced by endocrine glands or cells, usually carried in the bloodstream, and regulates some metabolic activities.","['cal hormones that are mainly active in protecting\nagainst stress and in protein and carbohydrate\nmetabolism.\nHormone —A chemical produced in one part of\nthe body that travels to another part of the body in\norder to exert its effect.\nHypothalamus —the part of the brain containing\nsecretions important to metabolic activities.\nPituitary —A gland located at the base of the\nbrain, the pituitary produces a number of hor-\nmones, including hormones that regulate growth\nand reproductive function.', 'Hormone —A chemical messenger produced by\nthe endocrine glands or certain other cells. Hor-\nmones are usually carried in the blood stream and\nregulate some metabolic activities.\nSteroids—Hormones, including aldosterone, cor-\ntisol, and androgens, derived from cholesterol that\nshare a four-ring structure.\nopenings for surgical instruments. Adrenalectomy is fol-\nlowed by hormone therapy, but in lower doses than CAH\npatients not treated surgically receive.\nPrognosis']","Hormones are chemical messengers secreted by endocrine glands that regulate body functions such as growth, metabolism, reproduction, and homeostasis.",0.22580645161290322,0.829283595085144
